Tick,Throttle,Speed,Current,Voltage,,
614771,0,6099,297,52257,,
614821,0,6099,297,52257,,
614871,0,6099,297,52257,,
614921,0,6099,297,52257,,
614971,0,6099,297,52258,,
615107,0,5790,297,52258,,
615199,0,5790,114,52258,,
615249,0,5790,114,52258,,
615299,0,5790,114,52258,,
615349,0,5790,114,52260,,
615399,0,5790,114,52260,,
615449,0,5790,114,52260,,
615499,0,5790,114,52260,,
615549,0,5790,113,52260,,
615599,0,5790,113,52260,,
615649,0,5821,113,52260,,
615699,0,5821,113,52260,,
615749,0,5821,113,52261,,
615799,0,5821,113,52261,,
615849,0,5821,113,52261,,
615899,0,5821,113,52261,,
615949,0,5821,113,52261,,
615999,0,5821,113,52261,,
616049,0,5651,113,52261,,
616099,0,5651,113,52261,,
616277,0,5651,113,52263,,
616327,0,5651,113,52263,,
616377,0,5651,112,52263,,
616427,0,5651,112,52263,,
616477,0,5651,112,52263,,
616527,0,5651,112,52263,,
616577,0,5651,112,52264,,
616627,0,5527,112,52264,,
616677,0,5527,112,52264,,
616727,0,5527,112,52264,,
616777,0,5527,299,52264,,
616827,0,5527,299,52264,,
616877,0,5527,299,52264,,
616927,0,5527,299,52264,,
616977,0,5527,299,52254,,
617027,0,5527,299,52254,,
617077,0,5527,299,52254,,
617127,0,5527,299,52254,,
617177,0,5527,191,52254,,
617311,0,5249,191,52254,,
617616,0,5249,190,52255,,
617666,0,5249,190,52255,,
617716,0,5249,190,52255,,
617766,0,5249,190,52257,,
617816,0,5249,190,52257,,
617866,0,5188,190,52257,,
617916,0,5188,190,52257,,
617966,0,5188,283,52257,,
618016,0,5188,283,52257,,
618066,0,5188,283,52257,,
618116,0,5188,283,52257,,
618166,0,5188,283,52230,,
618216,0,5188,283,52230,,
618266,0,5188,283,52230,,
618316,0,5188,283,52230,,
618366,0,5188,369,52230,,
618543,0,5049,369,52230,,
618593,0,5049,369,52230,,
618685,0,5049,369,52230,,
618735,0,5049,369,52230,,
618785,0,5049,371,52230,,
618835,0,5049,371,52230,,
618885,0,5049,371,52230,,
618935,0,5049,371,52230,,
618985,0,5049,371,52231,,
619035,0,4894,371,52231,,
619085,0,4894,371,52231,,
619135,0,4894,371,52231,,
619185,0,4894,368,52231,,
619235,0,4894,368,52231,,
619285,0,4894,368,52231,,
619335,0,4894,368,52231,,
619385,0,4894,368,52233,,
619435,0,4894,368,52233,,
619485,0,4894,368,52233,,
619535,0,4894,368,52233,,
619670,0,4663,366,52233,,
619762,0,4663,366,52233,,
619812,0,4663,366,52235,,
619862,0,4663,366,52235,,
619912,0,4663,366,52235,,
619962,0,4663,366,52235,,
620012,0,4663,367,52235,,
620062,0,4663,367,52235,,
620112,0,4663,367,52235,,
620162,0,4663,367,52235,,
620212,0,4663,367,52175,,
620262,0,4663,367,52175,,
620312,0,4663,367,52175,,
620362,0,4663,367,52175,,
620412,0,4663,3727,52175,,
620462,0,4508,3727,52175,,
620512,0,4508,3727,52175,,
620562,0,4508,3727,52175,,
620612,0,4508,3727,51637,,
620662,0,4508,3727,51637,,
620840,0,4508,4219,51637,,
620890,0,4508,4219,51637,,
620940,0,4508,4219,51637,,
620990,0,4508,4219,51600,,
621040,0,4925,4219,51600,,
621090,0,4925,4219,51600,,
621140,0,4925,4219,51600,,
621190,0,4925,4382,51600,,
621240,0,4925,4382,51600,,
621290,0,4925,4382,51600,,
621340,0,4925,4382,51600,,
621390,0,4925,4382,51565,,
621440,0,4925,4382,51565,,
621490,0,4925,4382,51565,,
621540,0,4925,4382,51565,,
621590,0,4925,4557,51565,,
621640,0,5604,4557,51565,,
621690,0,5604,4557,51565,,
621782,0,5604,4557,51565,,
621832,0,5604,4557,51531,,
621967,0,5604,4557,51531,,
622017,0,5604,4735,51531,,
622067,0,6006,4735,51531,,
622117,0,6006,4735,51531,,
622167,0,6006,4735,51531,,
622217,0,6006,4735,52094,,
622267,0,6006,4735,52094,,
622317,0,6006,4735,52094,,
622367,0,6006,4735,52094,,
622417,0,6006,411,52094,,
622467,0,6006,411,52094,,
622517,0,6006,411,52094,,
622567,0,6006,411,52094,,
622617,0,6006,411,52230,,
622667,0,6423,411,52230,,
622717,0,6423,411,52230,,
622767,0,6423,411,52230,,
622859,0,6423,119,52230,,
622909,0,6423,119,52230,,
622959,0,6423,119,52230,,
623094,0,6238,119,52239,,
623144,0,6238,119,52239,,
623194,0,6238,115,52239,,
623244,0,6238,115,52239,,
623294,0,6238,115,52239,,
623344,0,6238,115,52239,,
623394,0,6238,115,52234,,
623444,0,6238,115,52234,,
623494,0,6238,115,52234,,
623544,0,6238,115,52234,,
623594,0,6238,115,52234,,
623644,0,6099,199,52234,,
623694,0,6099,199,52234,,
623744,0,6099,199,52234,,
623794,0,6099,199,52234,,
623844,0,6099,199,52239,,
623936,0,6099,199,52239,,
623986,0,6099,199,52239,,
624036,0,5913,190,52239,,
624086,0,5913,190,52239,,
624223,0,5913,190,52243,,
624273,0,5913,190,52243,,
624323,0,5913,190,52243,,
624373,0,5913,190,52243,,
624423,0,5913,189,52243,,
624473,0,5913,189,52243,,
624523,0,5913,189,52243,,
624573,0,5913,189,52243,,
624623,0,5913,189,52232,,
624673,0,5913,189,52232,,
624723,0,5913,189,52232,,
624773,0,5913,189,52232,,
624823,0,5913,458,52232,,
624873,0,5913,458,52232,,
624923,0,5913,458,52232,,
625015,0,5913,458,52220,,
625065,0,5913,458,52220,,
625115,0,5913,458,52220,,
625165,0,5913,458,52220,,
625215,0,5913,374,52220,,
625350,0,5728,374,52220,,
625400,0,5728,374,52220,,
625450,0,5728,374,52223,,
625500,0,5728,374,52223,,
625550,0,5728,374,52223,,
625600,0,5728,374,52223,,
625650,0,5543,370,52223,,
625700,0,5543,370,52223,,
625750,0,5543,370,52223,,
625800,0,5543,370,52223,,
625850,0,5543,370,52225,,
625900,0,5543,370,52225,,
625950,0,5543,370,52225,,
626042,0,5543,365,52225,,
626092,0,5543,365,52225,,
626142,0,5543,365,52225,,
626192,0,5543,365,52225,,
626242,0,5435,365,52228,,
626292,0,5435,365,52228,,
626342,0,5435,365,52228,,
626477,0,5435,364,52228,,
626527,0,5435,364,52228,,
626577,0,5435,364,52228,,
626627,0,5435,364,52229,,
626677,0,5435,364,52229,,
626727,0,5435,364,52229,,
626777,0,5435,364,52229,,
626827,0,5311,189,52229,,
626877,0,5311,189,52229,,
626927,0,5311,189,52229,,
626977,0,5311,189,52229,,
627027,0,5311,189,52270,,
627119,0,5311,189,52270,,
627169,0,5311,189,52270,,
627219,0,5311,189,52270,,
627269,0,5311,118,52270,,
627319,0,5311,118,52270,,
627369,0,5311,118,52270,,
627419,0,5311,118,52270,,
627469,0,5172,118,52272,,
627604,0,5172,118,52272,,
627654,0,5172,117,52272,,
627704,0,5172,117,52272,,
627754,0,5172,117,52272,,
627804,0,5172,117,52272,,
627854,0,5172,117,52274,,
627904,0,5172,117,52274,,
627954,0,5172,117,52274,,
628004,0,5172,117,52274,,
628054,0,5064,117,52274,,
628104,0,5064,117,52274,,
628196,0,5064,117,52274,,
628246,0,5064,117,52277,,
628296,0,5064,117,52277,,
628346,0,5064,117,52277,,
628396,0,5064,117,52277,,
628446,0,5064,118,52277,,
628496,0,5064,118,52277,,
628546,0,5064,118,52277,,
628596,0,5064,118,52277,,
628731,0,4894,118,52278,,
628781,0,4894,118,52278,,
628831,0,4894,118,52278,,
628881,0,4894,118,52278,,
628931,0,4894,118,52278,,
628981,0,4894,118,52278,,
629031,0,4894,118,52278,,
629081,0,4894,118,52281,,
629131,0,4894,118,52281,,
629181,0,4894,118,52281,,
629273,0,4802,116,52281,,
629323,0,4802,116,52281,,
629373,0,4802,116,52281,,
629423,0,4802,116,52281,,
629473,0,4802,116,52282,,
629523,0,4802,116,52282,,
629573,0,4802,116,52282,,
629623,0,4802,116,52282,,
629673,0,4802,117,52282,,
629723,0,4802,117,52282,,
629858,0,4570,117,52284,,
629908,0,4570,117,52284,,
629958,0,4570,117,52284,,
630008,0,4570,117,52284,,
630058,0,4570,118,52284,,
630108,0,4570,118,52284,,
630158,0,4570,118,52284,,
630208,0,4570,118,52284,,
630258,0,4570,118,52285,,
630350,0,4570,118,52285,,
630400,0,4570,118,52285,,
630450,0,4570,116,52285,,
630500,0,4570,116,52285,,
630550,0,4570,116,52285,,
630600,0,4570,116,52285,,
630650,0,4477,116,52288,,
630700,0,4477,116,52288,,
630750,0,4477,116,52288,,
630800,0,4477,116,52288,,
630850,0,4477,117,52288,,
630985,0,4477,117,52288,,
631035,0,4477,117,52288,,
631085,0,4477,117,52289,,
631135,0,4477,117,52289,,
631185,0,4477,117,52289,,
631235,0,4246,117,52289,,
631285,0,4246,117,52289,,
631335,0,4246,117,52289,,
631427,0,4246,117,52289,,
631477,0,4246,117,52291,,
631527,0,4246,117,52291,,
631577,0,4246,117,52291,,
631627,0,4246,117,52291,,
631677,0,4246,117,52291,,
631727,0,4246,117,52291,,
631777,0,4246,117,52291,,
631827,0,4246,117,52291,,
631877,0,4246,117,52293,,
631927,0,4246,117,52293,,
631977,0,4246,117,52293,,
632112,0,4091,117,52293,,
632162,0,4091,117,52293,,
632212,0,4091,117,52293,,
632262,0,4091,117,52294,,
632312,0,4091,117,52294,,
632362,0,4091,117,52294,,
632412,0,4091,117,52294,,
632505,0,4091,117,52294,,
632555,0,4091,117,52294,,
632605,0,4091,117,52294,,
632655,0,4091,117,52294,,
632705,0,4091,117,52296,,
632755,0,4091,117,52296,,
632805,0,4091,117,52296,,
632855,0,3860,117,52296,,
632905,0,3860,116,52296,,
633040,0,3860,116,52296,,
633090,0,3860,116,52297,,
633140,0,3860,116,52297,,
633190,0,3860,116,52297,,
633240,0,3860,116,52297,,
633290,0,3860,116,52297,,
633340,0,3860,116,52297,,
633390,0,3860,116,52297,,
633440,0,3860,116,52297,,
633490,0,3860,116,52299,,
633582,0,3860,116,52299,,
633632,0,3628,116,52299,,
633682,0,3628,118,52299,,
633732,0,3628,118,52299,,
633782,0,3628,118,52299,,
633832,0,3628,118,52299,,
633882,0,3628,118,52301,,
633932,0,3628,118,52301,,
633982,0,3628,118,52301,,
634032,0,3628,118,52301,,
634167,0,3628,117,52301,,
634217,0,3628,117,52301,,
634267,0,3628,117,52301,,
634317,0,3628,117,52302,,
634367,0,3628,117,52302,,
634417,0,3628,117,52302,,
634467,0,3628,117,52302,,
634517,0,3628,117,52302,,
634567,0,3628,117,52302,,
634659,0,3381,117,52302,,
634709,0,3381,117,52303,,
634759,0,3381,117,52303,,
634809,0,3381,117,52303,,
634859,0,3381,117,52303,,
634909,0,3381,117,52303,,
634959,0,3381,117,52303,,
635009,0,3381,117,52303,,
635059,0,3381,117,52303,,
635109,0,3381,117,52305,,
635159,0,3381,117,52305,,
635294,0,3381,117,52305,,
635344,0,3381,117,52305,,
635394,0,3381,117,52305,,
635444,0,3196,117,52305,,
635494,0,3196,117,52306,,
635544,0,3196,117,52306,,
635594,0,3196,117,52306,,
635644,0,3196,117,52306,,
635736,0,3196,116,52306,,
635786,0,3196,116,52306,,
635836,0,3196,116,52306,,
635886,0,3196,116,52309,,
635936,0,3196,116,52309,,
635986,0,3196,116,52309,,
636036,0,3196,116,52309,,
636086,0,3196,117,52309,,
636136,0,3196,117,52309,,
636186,0,3196,117,52309,,
636236,0,3196,117,52309,,
636286,0,3196,117,52309,,
636421,0,3196,117,52309,,
636471,0,2964,117,52309,,
636521,0,2964,117,52309,,
636571,0,2964,117,52309,,
636621,0,2964,117,52309,,
636671,0,2964,117,52309,,
636721,0,2964,117,52311,,
636813,0,2964,117,52311,,
636863,0,2964,117,52311,,
636913,0,2964,117,52311,,
636963,0,2964,117,52311,,
637013,0,2964,117,52311,,
637063,0,2964,117,52311,,
637113,0,2964,117,52292,,
637163,0,2964,117,52292,,
637213,0,2964,117,52292,,
637263,0,2964,117,52292,,
637313,0,2964,222,52292,,
637363,0,2964,222,52292,,
637413,0,2964,222,52292,,
637548,0,2964,222,52133,,
637598,0,2964,222,52133,,
637648,0,0,222,52133,,
637698,0,0,351,52133,,
637748,0,0,351,52133,,
637798,0,0,351,52133,,
637848,0,0,351,52133,,
637940,0,0,351,52280,,
637990,0,0,351,52280,,
638040,0,0,351,52280,,
638090,0,0,311,52280,,
638140,0,0,311,52280,,
638190,0,0,311,52280,,
638240,0,0,311,52280,,
638290,0,0,311,52280,,
638340,0,0,311,52281,,
638390,0,0,311,52281,,
638440,0,0,311,52281,,
638490,0,0,311,52281,,
638540,0,0,313,52281,,
638675,0,0,313,52281,,
638725,0,0,313,52287,,
638775,0,0,313,52287,,
638825,0,0,313,52287,,
638875,0,0,313,52287,,
638925,0,0,296,52287,,
638975,0,0,296,52287,,
639025,0,0,296,52287,,
639117,0,0,296,52276,,
639167,0,0,296,52276,,
639217,0,0,296,52276,,
639267,0,0,296,52276,,
639317,0,0,378,52276,,
639367,0,0,378,52276,,
639417,0,0,378,52276,,
639467,0,0,378,52276,,
639517,0,0,378,52278,,
639567,0,0,378,52278,,
639617,0,0,378,52278,,
639667,0,0,378,52278,,
639803,0,0,373,52278,,
639853,0,0,373,52278,,
639903,0,0,373,52278,,
639953,0,0,373,52279,,
640003,0,0,373,52279,,
640053,0,0,373,52279,,
640103,0,0,373,52279,,
640153,0,0,366,52279,,
640203,0,0,366,52279,,
640295,0,0,366,52279,,
640345,0,0,366,52279,,
640395,0,0,366,52279,,
640445,0,0,366,52279,,
640495,0,0,366,52279,,
640545,0,0,365,52279,,
640595,0,0,365,52279,,
640645,0,432,365,52279,,
640695,0,432,365,52279,,
640745,0,432,365,52281,,
640795,0,432,365,52281,,
640930,0,432,368,52281,,
640980,0,432,368,52281,,
641030,0,432,368,52281,,
641080,0,432,368,52281,,
641130,0,432,368,52013,,
641180,0,432,368,52013,,
641230,0,432,368,52013,,
641280,0,432,368,52013,,
641330,0,432,2120,52013,,
641423,0,432,2120,52013,,
641473,0,432,2120,52013,,
641523,0,432,2120,51971,,
641573,0,432,2120,51971,,
641623,0,432,2120,51971,,
641673,0,432,2120,51971,,
641723,0,432,2388,51971,,
641773,0,432,2388,51971,,
641823,0,432,2388,51971,,
641873,0,0,2388,51971,,
641923,0,0,2388,51935,,
642058,0,0,2388,51935,,
642108,0,0,2388,51935,,
642158,0,0,2574,51935,,
642208,0,0,2574,51935,,
642258,0,0,2574,51935,,
642308,0,0,2574,51935,,
642358,0,0,2574,51896,,
642408,0,0,2574,51896,,
642458,0,0,2574,51896,,
642552,0,0,2786,51896,,
642602,0,0,2786,51896,,
642652,0,0,2786,51896,,
642702,0,0,2786,51896,,
642752,0,0,2786,51871,,
642802,0,0,2786,51871,,
642852,0,0,2786,51871,,
642902,0,0,2786,51871,,
642952,0,0,2987,51871,,
643002,0,0,2987,51871,,
643052,0,0,2987,51871,,
643187,0,0,2987,51830,,
643237,0,1667,2987,51830,,
643287,0,1667,2987,51830,,
643337,0,1667,3185,51830,,
643387,0,1667,3185,51830,,
643437,0,1667,3185,51830,,
643487,0,1667,3185,51830,,
643537,0,1667,3185,51793,,
643587,0,1667,3185,51793,,
643679,0,1667,3185,51793,,
643729,0,1667,3369,51793,,
643779,0,1667,3369,51793,,
643829,0,1667,3369,51793,,
643879,0,1667,3369,51793,,
643929,0,1667,3369,51793,,
643979,0,1667,3369,51757,,
644029,0,1667,3369,51757,,
644079,0,1667,3369,51757,,
644129,0,1667,3369,51757,,
644179,0,1667,3541,51757,,
644314,0,3088,3541,51757,,
644364,0,3088,3541,51726,,
644414,0,3088,3541,51726,,
644464,0,3088,3541,51726,,
644514,0,3088,3541,51726,,
644564,0,3088,3729,51726,,
644614,0,3088,3729,51726,,
644706,0,3088,3729,51726,,
644756,0,3088,3729,51692,,
644806,0,3088,3729,51692,,
644856,0,3088,3729,51692,,
644906,0,3088,3729,51692,,
644956,0,3088,3917,51692,,
645006,0,3088,3917,51692,,
645056,0,4107,3917,51692,,
645106,0,4107,3917,51692,,
645156,0,4107,3917,51658,,
645206,0,4107,3917,51658,,
645256,0,4107,3917,51658,,
645306,0,4107,3917,51658,,
645441,0,4107,4099,51658,,
645491,0,4107,4099,51658,,
645541,0,4107,4099,51658,,
645591,0,4107,4099,51626,,
645641,0,4107,4099,51626,,
645733,0,4107,4099,51626,,
645783,0,4107,4265,51626,,
645833,0,4693,4265,51626,,
645883,0,4693,4265,51626,,
645933,0,4693,4265,51626,,
645983,0,4693,4265,51590,,
646033,0,4693,4265,51590,,
646083,0,4693,4265,51590,,
646133,0,4693,4265,51590,,
646183,0,4693,4443,51590,,
646233,0,4693,4443,51590,,
646283,0,4693,4443,51590,,
646333,0,4693,4443,51590,,
646383,0,4693,4443,51558,,
646433,0,5435,4443,51558,,
646568,0,5435,4624,51558,,
646618,0,5435,4624,51558,,
646668,0,5435,4624,51558,,
646718,0,5435,4624,51558,,
646810,0,5435,4624,51525,,
646860,0,5929,4624,51525,,
646910,0,5929,4624,51525,,
646960,0,5929,4784,51525,,
647010,0,5929,4784,51525,,
647060,0,5929,4784,51525,,
647110,0,5929,4784,51525,,
647160,0,5929,4784,51490,,
647210,0,5929,4784,51490,,
647260,0,5929,4784,51490,,
647310,0,5929,4784,51490,,
647360,0,5929,4963,51490,,
647495,0,6531,4963,51490,,
647545,0,6531,4963,51490,,
647595,0,6531,4963,51456,,
647645,0,6531,4963,51456,,
647695,0,6531,4963,51456,,
647745,0,6531,4963,51456,,
647837,0,6824,5128,51456,,
647887,0,6824,5128,51456,,
647937,0,6824,5128,51456,,
647987,0,6824,5128,51423,,
648037,0,6824,5128,51423,,
648087,0,6824,5128,51423,,
648137,0,6824,5128,51423,,
648187,0,6824,5316,51423,,
648237,0,7457,5316,51423,,
648287,0,7457,5316,51423,,
648337,0,7457,5316,51423,,
648387,0,7457,5316,51384,,
648437,0,7457,5316,51384,,
648487,0,7457,5316,51384,,
648622,0,7457,5482,51384,,
648672,0,7720,5482,51384,,
648722,0,7720,5482,51384,,
648772,0,7720,5482,51354,,
648864,0,7720,5482,51354,,
648914,0,7720,5482,51354,,
648964,0,7720,5482,51354,,
649014,0,7720,5655,51354,,
649064,0,8291,5655,51354,,
649114,0,8291,5655,51354,,
649164,0,8291,5655,51354,,
649214,0,8291,5655,51315,,
649264,0,8291,5655,51315,,
649314,0,8291,5655,51315,,
649364,0,8291,5655,51315,,
649414,0,8291,5816,51315,,
649464,0,8384,5816,51315,,
649514,0,8384,5816,51315,,
649564,0,8384,5816,51315,,
649614,0,8384,5816,51284,,
649749,0,8384,5816,51284,,
649799,0,8384,6012,51284,,
649891,0,9079,6012,51284,,
649941,0,9079,6012,51284,,
649991,0,9079,6012,51247,,
650041,0,9187,6012,51247,,
650091,0,9187,6012,51247,,
650141,0,9187,6012,51247,,
650191,0,9187,6175,51247,,
650241,0,9187,6175,51247,,
650291,0,9187,6175,51247,,
650341,0,9187,6175,51247,,
650391,0,9187,6175,51211,,
650441,0,9588,6175,51211,,
650491,0,9588,6175,51211,,
650541,0,9588,6175,51211,,
650591,0,9588,6365,51211,,
650641,0,9588,6365,51211,,
650691,0,9588,6365,51211,,
650741,0,9588,6365,51211,,
650876,0,9696,6365,51177,,
650968,0,9696,6365,51177,,
651018,0,9696,6540,51177,,
651068,0,10360,6540,51177,,
651118,0,10360,6540,51177,,
651168,0,10360,6540,51177,,
651218,0,10360,6540,51142,,
651268,0,10360,6540,51142,,
651318,0,10360,6540,51142,,
651368,0,10360,6540,51142,,
651418,0,10360,6701,51142,,
651468,0,10422,6701,51142,,
651518,0,10422,6701,51142,,
651568,0,10422,6701,51142,,
651618,0,10422,6701,51106,,
651668,0,10947,6701,51106,,
651718,0,10947,6701,51106,,
651768,0,10947,6701,51106,,
651818,0,10947,6863,51106,,
651952,0,10792,6863,51106,,
652257,0,11518,7021,51076,,
652307,0,11518,7021,51076,,
652357,0,11518,7021,51076,,
652407,0,11518,7021,51039,,
652457,0,11256,7021,51039,,
652507,0,11256,7021,51039,,
652557,0,11256,7021,51039,,
652607,0,11256,7179,51039,,
652657,0,11966,7179,51039,,
652707,0,11966,7179,51039,,
652757,0,11966,7179,51039,,
652807,0,11966,7179,51003,,
652857,0,11966,7179,51003,,
652907,0,11966,7179,51003,,
652957,0,11966,7179,51003,,
653007,0,11966,7339,51003,,
653099,0,11966,7339,51003,,
653149,0,11966,7339,51003,,
653199,0,11966,7339,50971,,
653249,0,12244,7339,50971,,
653426,0,12244,7484,50971,,
653476,0,12244,7484,50971,,
653526,0,12244,7484,50971,,
653576,0,12244,7484,50971,,
653626,0,12244,7484,50939,,
653676,0,12244,7484,50939,,
653726,0,12244,7484,50939,,
653776,0,12244,7484,50939,,
653826,0,12862,7645,50939,,
653876,0,12862,7645,50939,,
653926,0,12862,7645,50939,,
653976,0,12862,7645,50939,,
654026,0,12753,7645,50902,,
654076,0,12753,7645,50902,,
654168,0,12753,7645,50902,,
654218,0,12753,7808,50902,,
654268,0,13186,7808,50902,,
654318,0,13186,7808,50902,,
654368,0,13186,7808,50902,,
654418,0,13186,7808,50873,,
654554,0,13309,7808,50873,,
654604,0,13309,7808,50873,,
654654,0,13896,7956,50873,,
654704,0,13896,7956,50873,,
654754,0,13896,7956,50873,,
654804,0,13896,7956,50873,,
654854,0,13649,7956,50840,,
654904,0,13649,7956,50840,,
654954,0,13649,7956,50840,,
655004,0,13649,7956,50840,,
655054,0,13649,8111,50840,,
655146,0,13649,8111,50840,,
655196,0,13649,8111,50840,,
655246,0,14035,8111,50806,,
655296,0,14035,8111,50806,,
655346,0,14035,8111,50806,,
655396,0,14035,8111,50806,,
655446,0,13896,8259,50806,,
655496,0,13896,8259,50806,,
655546,0,13896,8259,50806,,
655681,0,14421,8259,50770,,
655731,0,14421,8259,50770,,
655781,0,14421,8259,50770,,
655831,0,14282,8416,50770,,
655881,0,14282,8416,50770,,
655931,0,14282,8416,50770,,
655981,0,14282,8416,50770,,
656031,0,14977,8416,50736,,
656081,0,14977,8416,50736,,
656173,0,14977,8416,50736,,
656223,0,14977,8566,50736,,
656273,0,14699,8566,50736,,
656323,0,14699,8566,50736,,
656373,0,14699,8566,50736,,
656423,0,14699,8566,50698,,
656473,0,15440,8566,50698,,
656523,0,15440,8566,50698,,
656573,0,15440,8566,50698,,
656623,0,15440,8742,50698,,
656673,0,15131,8742,50698,,
656808,0,15131,8742,50698,,
656858,0,15595,8742,50660,,
656908,0,15595,8742,50660,,
656958,0,15595,8742,50660,,
657008,0,15595,8742,50660,,
657058,0,15440,8911,50660,,
657108,0,15440,8911,50660,,
657200,0,15440,8911,50660,,
657250,0,16243,8911,50623,,
657300,0,16243,8911,50623,,
657350,0,16243,8911,50623,,
657400,0,16243,8911,50623,,
657450,0,15903,9054,50623,,
657500,0,15903,9054,50623,,
657550,0,15903,9054,50623,,
657600,0,15903,9054,50623,,
657650,0,16243,9054,50593,,
657700,0,16243,9054,50593,,
657750,0,16243,9054,50593,,
657800,0,16243,9054,50593,,
657935,0,16413,9210,50593,,
657985,0,16413,9210,50593,,
658035,0,16768,9210,50562,,
658085,0,16768,9210,50562,,
658178,0,16768,9210,50562,,
658228,0,16598,9386,50562,,
658278,0,16598,9386,50562,,
658328,0,16598,9386,50562,,
658378,0,16598,9386,50562,,
658428,0,17339,9386,50526,,
658478,0,17339,9386,50526,,
658528,0,17339,9386,50526,,
658578,0,17339,9386,50526,,
658628,0,17540,9560,50526,,
658678,0,17540,9560,50526,,
658728,0,17540,9560,50526,,
658778,0,17540,9560,50526,,
658828,0,16953,9560,50526,,
658878,0,16953,9560,50485,,
658928,0,16953,9560,50485,,
659063,0,17741,9718,50485,,
659113,0,17741,9718,50485,,
659205,0,17741,9718,50485,,
659255,0,17540,9718,50442,,
659305,0,17540,9718,50442,,
659355,0,17540,9718,50442,,
659405,0,17540,9718,50442,,
659455,0,18374,9887,50442,,
659505,0,18374,9887,50442,,
659555,0,18374,9887,50442,,
659605,0,18374,9887,50442,,
659655,0,17941,9887,50422,,
659705,0,17941,9887,50422,,
659755,0,17941,9887,50422,,
659805,0,17941,9887,50422,,
659855,0,18374,10010,50422,,
659905,0,18374,10010,50422,,
659955,0,18374,10010,50422,,
660005,0,18374,10010,50422,,
660055,0,18822,10010,50385,,
660234,0,18158,10010,50385,,
660284,0,18158,10157,50385,,
660334,0,18158,10157,50385,,
660384,0,18158,10157,50385,,
660434,0,19053,10157,50385,,
660484,0,19053,10157,50354,,
660534,0,19053,10157,50354,,
660584,0,19053,10157,50354,,
660634,0,18590,10157,50354,,
660684,0,18590,10310,50354,,
660734,0,18590,10310,50354,,
660784,0,18590,10310,50354,,
660834,0,18822,10310,50354,,
660884,0,18822,10310,50324,,
660934,0,18822,10310,50324,,
660984,0,18822,10310,50324,,
661034,0,19532,10310,50324,,
661126,0,19532,10478,50324,,
661176,0,19532,10478,50324,,
661226,0,19053,10478,50324,,
661361,0,19053,10478,50290,,
661411,0,19053,10478,50290,,
661461,0,19794,10635,50290,,
661511,0,19794,10635,50290,,
661561,0,19794,10635,50290,,
661611,0,19794,10635,50290,,
661661,0,19532,10635,50249,,
661711,0,19532,10635,50249,,
661761,0,19532,10635,50249,,
661811,0,19532,10635,50249,,
661861,0,19794,10850,50249,,
661911,0,19794,10850,50249,,
661961,0,19794,10850,50249,,
662011,0,19794,10850,50249,,
662103,0,20304,10850,50208,,
662153,0,20304,10850,50208,,
662288,0,20041,10961,50208,,
662338,0,20041,10961,50208,,
662388,0,20041,10961,50208,,
662438,0,20304,10961,50208,,
662488,0,20304,10961,50180,,
662538,0,20304,10961,50180,,
662588,0,20304,10961,50180,,
662638,0,20860,10961,50180,,
662688,0,20860,11142,50180,,
662738,0,20860,11142,50180,,
662788,0,20860,11142,50180,,
662838,0,20582,11142,50180,,
662888,0,20582,11142,50141,,
662938,0,20582,11142,50141,,
662988,0,20582,11142,50141,,
663080,0,20582,11255,50141,,
663130,0,20582,11255,50141,,
663180,0,20582,11255,50141,,
663230,0,21431,11255,50141,,
663280,0,21431,11255,50109,,
663415,0,21431,11255,50109,,
663465,0,21138,11381,50109,,
663515,0,21138,11381,50109,,
663565,0,21138,11381,50109,,
663615,0,21138,11381,50109,,
663665,0,20860,11381,50084,,
663715,0,20860,11381,50084,,
663765,0,20860,11381,50084,,
663815,0,20860,11381,50084,,
663865,0,21740,12008,50084,,
663915,0,21740,12008,50084,,
663965,0,21740,12008,50084,,
664057,0,22049,12008,50084,,
664107,0,22049,12008,50059,,
664157,0,22049,12008,50059,,
664207,0,22049,12008,50059,,
664257,0,22049,12008,50059,,
664307,0,22049,12296,50059,,
664357,0,22049,12296,50059,,
664407,0,22049,12296,50059,,
664542,0,22049,12296,50030,,
664592,0,22049,12296,50030,,
664642,0,22697,12296,50030,,
664692,0,22697,12463,50030,,
664742,0,22697,12463,50030,,
664792,0,22697,12463,50030,,
664842,0,22049,12463,50030,,
664892,0,22049,12463,49989,,
664942,0,22049,12463,49989,,
665034,0,22049,12463,49989,,
665084,0,22049,12581,49989,,
665134,0,22049,12581,49989,,
665184,0,22049,12581,49989,,
665234,0,22697,12581,49989,,
665284,0,22697,12581,49971,,
665334,0,22697,12581,49971,,
665384,0,22697,12581,49971,,
665434,0,23392,12581,49971,,
665484,0,23392,12746,49971,,
665534,0,23392,12746,49971,,
665669,0,22697,12746,49971,,
665719,0,22697,12746,49928,,
665769,0,22697,12746,49928,,
665819,0,22697,12746,49928,,
665869,0,23037,12746,49928,,
665919,0,23037,12287,49928,,
666011,0,23037,12287,49928,,
666061,0,24118,12287,49928,,
666111,0,24118,12287,49904,,
666161,0,24118,12287,49904,,
666211,0,24118,12287,49904,,
666261,0,23747,12287,49904,,
666311,0,23747,12352,49904,,
666361,0,23747,12352,49904,,
666411,0,23747,12352,49904,,
666461,0,23392,12352,49904,,
666511,0,23392,12352,49865,,
