Tick,Throttle,Speed,Current,Voltage
117683,0, 0, 192, 52406
117733,0, 0, 192, 52406
117783,0, 0, 192, 52406
117918,0, 0, 193, 52406
117968,0, 0, 193, 52406
118018,0, 0, 193, 52406
118068,0, 0, 193, 52406
118118,0, 0, 193, 52406
118168,0, 0, 193, 52406
118218,0, 0, 193, 52406
118268,0, 0, 193, 52406
118318,0, 0, 193, 52406
118368,0, 0, 193, 52406
118418,0, 0, 193, 52406
118468,0, 0, 193, 52406
118518,0, 0, 193, 52406
118568,0, 0, 193, 52406
118660,0, 0, 193, 52406
118710,0, 0, 193, 52406
118760,0, 0, 193, 52406
118810,0, 0, 193, 52406
118860,0, 0, 193, 52407
118910,0, 0, 193, 52407
119045,0, 0, 193, 52407
119095,0, 0, 193, 52407
119145,0, 0, 193, 52407
119195,0, 0, 193, 52407
119245,0, 0, 193, 52407
119295,0, 0, 193, 52407
119345,0, 0, 193, 52407
119395,0, 0, 193, 52407
119445,0, 0, 193, 52407
119495,0, 0, 193, 52407
119545,0, 0, 193, 52407
119595,0, 0, 193, 52407
119645,0, 0, 193, 52407
119695,0, 0, 193, 52407
119745,0, 0, 193, 52407
119837,0, 0, 192, 52407
119887,0, 0, 192, 52407
119937,0, 0, 192, 52407
119987,0, 0, 192, 52407
120037,0, 0, 192, 52410
120173,0, 0, 192, 52410
120223,0, 0, 192, 52410
120273,0, 0, 193, 52410
120323,0, 0, 193, 52410
120373,0, 0, 193, 52410
120423,0, 0, 193, 52410
120473,0, 0, 193, 52409
120523,0, 0, 193, 52409
120573,0, 0, 193, 52409
120623,0, 0, 193, 52409
120673,0, 0, 193, 52409
120723,0, 0, 193, 52409
120773,0, 0, 193, 52409
120823,0, 0, 193, 52409
120873,0, 0, 193, 52410
120923,0, 0, 193, 52410
121015,0, 0, 193, 52410
121065,0, 0, 193, 52410
121115,0, 0, 193, 52410
121165,0, 0, 193, 52410
121301,0, 0, 193, 52409
121351,0, 0, 193, 52409
121401,0, 0, 193, 52409
121451,0, 0, 192, 52409
121501,0, 0, 192, 52409
121551,0, 0, 192, 52409
121601,0, 0, 192, 52409
121651,0, 0, 192, 52410
121701,0, 0, 192, 52410
121751,0, 0, 192, 52410
121801,0, 0, 192, 52410
121851,0, 0, 193, 52410
121901,0, 0, 193, 52410
121951,0, 0, 193, 52410
122001,0, 0, 193, 52410
122051,0, 0, 193, 52410
122101,0, 0, 193, 52411
122151,0, 0, 193, 52411
122243,0, 0, 193, 52411
122293,0, 0, 193, 52411
122429,0, 0, 193, 52411
122479,0, 0, 193, 52411
122529,0, 0, 193, 52411
122579,0, 0, 193, 52411
122629,0, 0, 193, 52411
122679,0, 0, 193, 52411
122729,0, 0, 193, 52411
122779,0, 0, 193, 52411
122829,0, 0, 193, 52411
122879,0, 0, 193, 52412
122929,0, 0, 193, 52412
122979,0, 0, 193, 52412
123029,0, 0, 193, 52412
123079,0, 0, 192, 52412
123129,0, 0, 192, 52412
123179,0, 0, 192, 52412
123229,0, 0, 192, 52412
123279,0, 0, 192, 52413
123329,0, 0, 192, 52413
123421,0, 0, 192, 52413
123558,0, 0, 192, 52413
123608,0, 0, 192, 52413
123658,0, 0, 192, 52413
123708,0, 0, 192, 52413
123758,0, 0, 192, 52413
123808,0, 0, 192, 52413
123858,0, 0, 192, 52413
123908,0, 0, 194, 52413
123958,0, 0, 194, 52413
124008,0, 0, 194, 52413
124058,0, 0, 194, 52413
124108,0, 0, 194, 52413
124158,0, 0, 194, 52413
124208,0, 0, 194, 52413
124258,0, 0, 194, 52413
124308,0, 0, 193, 52413
124358,0, 0, 193, 52413
124408,0, 0, 193, 52413
124458,0, 0, 193, 52413
124508,0, 0, 193, 52414
124686,0, 0, 194, 52414
124736,0, 0, 194, 52414
124786,0, 0, 194, 52414
124836,0, 0, 194, 52414
124886,0, 0, 194, 52414
124936,0, 0, 194, 52414
124986,0, 0, 194, 52414
125036,0, 0, 194, 52414
125086,0, 0, 194, 52414
125136,0, 0, 194, 52414
125186,0, 0, 194, 52414
125236,0, 0, 194, 52414
125286,0, 0, 194, 52415
125336,0, 0, 194, 52415
125386,0, 0, 194, 52415
125436,0, 0, 194, 52415
125486,0, 0, 193, 52415
125536,0, 0, 193, 52415
125586,0, 0, 193, 52415
125636,0, 0, 193, 52415
125772,0, 0, 193, 52416
125822,0, 0, 193, 52416
125914,0, 0, 193, 52416
125964,0, 0, 193, 52416
126014,0, 0, 193, 52416
126064,0, 0, 193, 52416
126114,0, 0, 193, 52416
126164,0, 0, 193, 52416
126214,0, 0, 193, 52416
126264,0, 0, 193, 52416
126314,0, 0, 194, 52416
126364,0, 0, 194, 52416
126414,0, 0, 194, 52416
126464,0, 0, 194, 52416
126514,0, 0, 194, 52416
126564,0, 0, 194, 52416
126614,0, 0, 194, 52416
126664,0, 0, 194, 52416
126714,0, 0, 193, 52416
126764,0, 0, 193, 52416
126900,0, 0, 193, 52417
126950,0, 0, 193, 52417
127000,0, 0, 193, 52417
127092,0, 0, 193, 52417
127142,0, 0, 193, 52417
127192,0, 0, 193, 52417
127242,0, 0, 193, 52417
127292,0, 0, 193, 52417
127342,0, 0, 193, 52417
127392,0, 0, 193, 52417
127442,0, 0, 193, 52417
127492,0, 0, 192, 52417
127542,0, 0, 192, 52417
127592,0, 0, 192, 52417
127642,0, 0, 192, 52417
127692,0, 0, 192, 52417
127827,0, 0, 192, 52417
127877,0, 0, 192, 52417
127927,0, 0, 193, 52417
127977,0, 0, 193, 52417
128027,0, 0, 193, 52417
128077,0, 0, 193, 52417
128127,0, 0, 193, 52417
128177,0, 0, 193, 52417
128311,0, 0, 193, 52417
128361,0, 0, 193, 52417
128411,0, 0, 193, 52417
128461,0, 0, 193, 52417
128511,0, 0, 193, 52418
128561,0, 0, 193, 52418
128611,0, 0, 193, 52418
128661,0, 0, 193, 52418
128711,0, 0, 193, 52418
128761,0, 0, 193, 52418
128811,0, 0, 193, 52418
128861,0, 0, 193, 52418
129166,0, 0, 194, 52418
129216,0, 0, 194, 52418
129266,0, 0, 194, 52418
129316,0, 0, 194, 52418
129366,0, 0, 194, 52418
129416,0, 0, 194, 52418
129466,0, 0, 194, 52418
129516,0, 0, 193, 52418
129566,0, 0, 193, 52418
129616,0, 0, 193, 52418
129708,0, 0, 193, 52420
129758,0, 0, 193, 52420
129808,0, 0, 193, 52420
129858,0, 0, 193, 52420
129908,0, 0, 192, 52420
129958,0, 0, 192, 52420
130008,0, 0, 192, 52420
130058,0, 0, 192, 52420
130108,0, 0, 192, 52419
130158,0, 0, 192, 52419
130335,0, 0, 194, 52419
130385,0, 0, 194, 52419
130435,0, 0, 194, 52419
130485,0, 0, 194, 52419
130535,0, 0, 194, 52420
130585,0, 0, 194, 52420
130635,0, 0, 194, 52420
130685,0, 0, 194, 52420
130735,0, 0, 193, 52420
130785,0, 0, 193, 52420
130835,0, 0, 193, 52420
130927,0, 0, 193, 52420
130977,0, 0, 193, 52420
131027,0, 0, 193, 52420
131077,0, 0, 193, 52420
131127,0, 0, 192, 52420
131177,0, 0, 192, 52420
131227,0, 0, 192, 52420
131277,0, 0, 192, 52420
131327,0, 0, 192, 52420
131463,0, 0, 192, 52420
131513,0, 0, 192, 52420
131563,0, 0, 192, 52420
131613,0, 0, 192, 52420
131663,0, 0, 192, 52420
131713,0, 0, 192, 52421
131763,0, 0, 192, 52421
131813,0, 0, 192, 52421
131863,0, 0, 192, 52421
131913,0, 0, 192, 52421
131963,0, 0, 192, 52421
132013,0, 0, 192, 52421
132105,0, 0, 192, 52421
132155,0, 0, 192, 52421
132205,0, 0, 192, 52421
132255,0, 0, 192, 52421
132305,0, 0, 192, 52421
132355,0, 0, 193, 52421
132405,0, 0, 193, 52421
132455,0, 0, 193, 52421
132591,0, 0, 193, 52422
132641,0, 0, 193, 52422
132691,0, 0, 193, 52422
132741,0, 0, 194, 52422
132791,0, 0, 194, 52422
132841,0, 0, 194, 52422
132891,0, 0, 194, 52422
132941,0, 0, 194, 52421
132991,0, 0, 194, 52421
133041,0, 0, 194, 52421
133091,0, 0, 194, 52421
133141,0, 0, 193, 52421
133191,0, 0, 193, 52421
133241,0, 0, 193, 52421
133333,0, 0, 193, 52422
133383,0, 0, 193, 52422
133433,0, 0, 193, 52422
133483,0, 0, 193, 52422
133533,0, 0, 192, 52422
133583,0, 0, 192, 52422
133719,0, 0, 192, 52422
133769,0, 0, 192, 52422
133819,0, 0, 192, 52422
133869,0, 0, 192, 52422
133919,0, 0, 192, 52422
133969,0, 0, 192, 52422
134019,0, 0, 192, 52422
134069,0, 0, 192, 52422
134119,0, 0, 192, 52422
134169,0, 0, 192, 52422
134219,0, 0, 192, 52422
134269,0, 0, 192, 52422
134319,0, 0, 192, 52422
134369,0, 0, 194, 52422
134419,0, 0, 194, 52422
134511,0, 0, 194, 52422
134561,0, 0, 194, 52423
134611,0, 0, 194, 52423
134661,0, 0, 194, 52423
134711,0, 0, 194, 52423
134847,0, 0, 194, 52423
134897,0, 0, 194, 52423
134947,0, 0, 194, 52423
134997,0, 0, 194, 52423
135047,0, 0, 194, 52423
135097,0, 0, 194, 52423
135147,0, 0, 192, 52423
135197,0, 0, 192, 52423
135247,0, 0, 192, 52423
135297,0, 0, 192, 52423
135347,0, 0, 192, 52424
135397,0, 0, 192, 52424
135447,0, 0, 192, 52424
135497,0, 0, 192, 52424
135547,0, 0, 193, 52424
135597,0, 0, 193, 52424
135689,0, 0, 193, 52424
135739,0, 0, 193, 52424
135789,0, 0, 193, 52424
135839,0, 0, 193, 52424
135975,0, 0, 192, 52424
136025,0, 0, 192, 52424
136075,0, 0, 192, 52424
136125,0, 0, 192, 52424
136175,0, 0, 192, 52425
136225,0, 0, 192, 52425
136275,0, 0, 192, 52425
136325,0, 0, 192, 52425
136375,0, 0, 194, 52425
136425,0, 0, 194, 52425
136475,0, 0, 194, 52425
136525,0, 0, 194, 52425
136575,0, 0, 194, 52425
136625,0, 0, 194, 52425
136675,0, 0, 194, 52425
136725,0, 0, 194, 52425
136775,0, 0, 193, 52425
